record_id,title,authors,year,venue,doi,url,citation,pub_type,peer_reviewed
rec_00346,Joint Communication and Radar Sensing with Reconfigurable Intelligent Surfaces,"R. Sankar, B. Deepak, S. Chepuri",2021,International Workshop on Signal Processing Advances in Wireless Communications,10.1109/SPAWC51858.2021.9593143,https://doi.org/10.1109/SPAWC51858.2021.9593143,,,
rec_00549,Joint Design for RIS-Aided ISAC via Deep Unfolding Learning,"Jifa Zhang, Mingqian Liu, Jie Tang, Nan Zhao, Dusist Niyato, Xianbin Wang",2025,IEEE Transactions on Cognitive Communications and Networking,10.1109/TCCN.2024.3445380,https://doi.org/10.1109/TCCN.2024.3445380,,,
rec_00371,Joint Design for STAR-RIS Aided ISAC: Decoupling or Learning,"Jifa Zhang, Shiqi Gong, Weidang Lu, Chengwen Xing, Nan Zhao, Derrick Wing Kwan Ng, Dusist Niyato",2024,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3413089,https://doi.org/10.1109/TWC.2024.3413089,,,
rec_00481,Joint design of transmit waveform and passive beamforming for RIS-assisted ISAC system,"Dong-Chun An, Jinfeng Hu, Chongwen Huang",2022,Signal Processing,10.2139/ssrn.4123083,https://doi.org/10.2139/ssrn.4123083,,,
rec_00422,Joint DFBS Beamforming and HRIS Beamforming for HRIS-Aided ISAC Systems,"Wenkang He, Chunjing Hu, Yongqing Xu, Yong Li",2024,International Conference on Innovative Computing and Cloud Computing,10.1109/ICCC62479.2024.10681695,https://doi.org/10.1109/ICCC62479.2024.10681695,,,
rec_00507,Joint Hybrid 3D Beamforming Relying on Sensor-Based Training for Reconfigurable Intelligent Surface Aided TeraHertz-Based Multiuser Massive MIMO Systems,"Xufang Wang, Zihuai Lin, Feng Lin, L. Hanzo",2022,IEEE Sensors Journal,10.1109/jsen.2022.3182881,https://doi.org/10.1109/jsen.2022.3182881,,,
rec_00367,Joint Hybrid Beamforming and RIS Phase Shift Design for RIS-Enabled mmWave ISAC System,"Lu Wang, L. F. Abanto-Leon, A. Asadi",2022,IEEE Transactions on Vehicular Technology,10.1109/TVT.2025.3537323,https://doi.org/10.1109/TVT.2025.3537323,,,
rec_00720,Joint Localization and Information Transfer for Reconfigurable Intelligent Surface Aided Full-Duplex Systems,"Z. Shao, Xiaojun Yuan, Wei Zhang, Marco Di Renzo",2022,IEEE Transactions on Wireless Communications,10.1109/TWC.2023.3339151,https://doi.org/10.1109/TWC.2023.3339151,,,
rec_00111,Joint Localization and Information Transfer for RIS Aided Full-Duplex Systems,"Z. Shao, Xiaojun Yuan, W. Zhang, M. Di Renzo",2022,Global Communications Conference,10.1109/globecom48099.2022.10001508,https://doi.org/10.1109/GLOBECOM48099.2022.10001508,,,
rec_00641,Joint Location and Beamforming Design for Energy Efficient STAR-RIS-Aided ISAC Systems,"Qin Zhang, Han Wu, Hai Li, Zhengyu Song, Shujuan Hou",2025,IEEE Communications Letters,10.1109/LCOMM.2024.3503754,https://doi.org/10.1109/LCOMM.2024.3503754,,,
rec_00368,Joint Mode Selection and Beamforming Designs for Hybrid-RIS Assisted ISAC Systems,"Yingbin Lin, Feng Wang, Xiao Zhang, Guojun Han, Vincent K. N. Lau",2024,arXiv.org,10.48550/arXiv.2412.04210,https://doi.org/10.48550/arXiv.2412.04210,,,
rec_00402,Joint Mode Selection and Beamforming Designs for Hybrid-RIS-Assisted ISAC Systems,"Yingbin Lin, Feng Wang, Xiao Zhang, Guojun Han, Vincent K. N. Lau",2025,IEEE Wireless Communications Letters,10.1109/LWC.2025.3553891,https://doi.org/10.1109/LWC.2025.3553891,,,
rec_00475,Joint Optimization for RIS-Assisted Wireless Communications: From Physical and Electromagnetic Perspectives,"Xin Cheng, Yan Lin, Weiping Shi, Jiayu Li, Cunhua Pan, F. Shu, Yongpeng Wu, Jiangzhou Wang",2021,IEEE Transactions on Communications,10.1109/tcomm.2021.3120721,https://doi.org/10.1109/tcomm.2021.3120721,,,
rec_00596,Joint Optimization of Reconfigurable Intelligent Surfaces and Dynamic Metasurface Antennas for Massive MIMO Communications,"Xuewen Qian, M. D. Renzo, Vincenzo Sciancalepore, X. Costa",2022,International Conference on Security and Management,10.1109/sam53842.2022.9827859,https://doi.org/10.1109/sam53842.2022.9827859,,,
rec_00556,Joint Polarization and Spatial Modulation Using Reconfigurable Intelligent Surface,"Emad Ibrahim, R. Nilsson, Jaap van de Beek",2024,IEEE Wireless Communications and Networking Conference,10.1109/WCNC57260.2024.10570637,https://doi.org/10.1109/WCNC57260.2024.10570637,,,
rec_00383,Joint Rate Splitting and Beamforming Design for RSMA-RIS-Assisted ISAC System,"Zhengchuan Chen, Jing Wang, Zhong Tian, Min Wang, Yunjian Jia, Tony Q. S. Quek",2024,IEEE Wireless Communications Letters,10.1109/LWC.2023.3324951,https://doi.org/10.1109/LWC.2023.3324951,,,
rec_00054,Joint Resource Allocation and Reflecting Precoding Design for RIS-Assisted ISAC Systems,"Xiaohui Li, Hong Wang, Yunpei Chen, Shuran Sheng",2024,IEEE Wireless Communications Letters,10.1109/lwc.2024.3365809,https://doi.org/10.1109/LWC.2024.3365809,,,
rec_00484,Joint Secure and Covert Communications for Active STAR-RIS Assisted ISAC Systems,"Liang Guo, Jie Jia, Xidong Mu, Yuanwei Liu, Jian Chen, Xingwei Wang",2025,IEEE Transactions on Wireless Communications,10.1109/TWC.2025.3561006,https://doi.org/10.1109/TWC.2025.3561006,,,
rec_00308,Joint Trajectory and Resource Allocation Design for RIS-Assisted UAV-Enabled ISAC Systems,"Zhongqing Wu, Xuehua Li, Yuanxin Cai, Weijie Yuan",2024,IEEE Wireless Communications Letters,10.1109/LWC.2024.3370989,https://doi.org/10.1109/LWC.2024.3370989,,,
rec_00291,Joint Transceiver Beamforming and Reflecting Design for Active RIS-Aided ISAC Systems,"Qi Zhu, Ming Li, Rang Liu, Qian Liu",2023,IEEE Transactions on Vehicular Technology,10.1109/TVT.2023.3249752,https://doi.org/10.1109/TVT.2023.3249752,,,
rec_00046,Joint Transmit and Receive Beamforming Design for Uplink RSMA Enabled Integrated Sensing and Communication Systems,"Chao Hu, Yuan Fang, Ling Qiu",-,,10.1109/wcnc55385.2023.10119024,-,,,
rec_00711,Joint Transmit and Reflect Beamforming Design for Active-RIS-Assisted Secure ISAC Systems,"Zhaoyu Wu, Wei Zhang",2025,IEEE Communications Letters,10.1109/LCOMM.2025.3572794,https://doi.org/10.1109/LCOMM.2025.3572794,,,
rec_00321,Joint Transmit and Reflective Beamforming for IRS-Assisted Integrated Sensing and Communication,"Xianxin Song, Ding Zhao, H. Hua, T. Han, Xun Yang, Jie Xu",2021,IEEE Wireless Communications and Networking Conference,10.1109/WCNC51071.2022.9771801,https://doi.org/10.1109/WCNC51071.2022.9771801,,,
rec_00361,Joint Transmit Waveform and Passive Beamforming Design for RIS-Aided DFRC Systems,"Rang Liu, Ming Li, Yang Liu, Qing-He Wu, Qian Liu",2021,IEEE Journal on Selected Topics in Signal Processing,10.1109/JSTSP.2022.3172788,https://doi.org/10.1109/JSTSP.2022.3172788,,,
rec_00672,Joint Transmit Waveform and Passive Beamforming Design for RIS-aided MIMO DFRC System,"Biao Sun, Longyao Ran, Shengyao Chen, Feng Xi",2022,International Conference on Wireless Communications and Signal Processing,10.1109/WCSP55476.2022.10039234,https://doi.org/10.1109/WCSP55476.2022.10039234,,,
rec_00430,Joint UAV Trajectory and Beamforming Design for RIS-aided Integrated Sensing and Communication System,"Chen Dai, Tianyu Wu, Guozi Sun, Yiping Zuo, Zhengxin Guo, Fu Xiao",2024,Conference on Computer Communications Workshops,10.1109/INFOCOMWKSHPS61880.2024.10620899,https://doi.org/10.1109/INFOCOMWKSHPS61880.2024.10620899,,,
rec_00592,"Joint User Localization, Channel Estimation, and Pilot Optimization for RIS-ISAC","Lechen Zhang, Xia Lei, Teng Ma, Hong Niu, Chau Yuen",2024,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3481494,https://doi.org/10.1109/TWC.2024.3481494,,,
rec_00296,Joint Waveform and Beamforming Design for RIS-Aided ISAC Systems,"Kai Zhong, Jinfeng Hu, Cunhua Pan, Minglong Deng, Jun Fang",2023,IEEE Signal Processing Letters,10.1109/LSP.2023.3242554,https://doi.org/10.1109/LSP.2023.3242554,,,
rec_00504,Joint Waveform and Beamforming Design in RIS-ISAC Systems: A Model-Driven Learning Approach,"Peng Jiang, Ming Li, Rang Liu, Wei Wang, Qian Liu",2025,IEEE Transactions on Communications,10.1109/TCOMM.2025.3535869,https://doi.org/10.1109/TCOMM.2025.3535869,,,
rec_00339,Joint Waveform and Discrete Phase Shift Design for RIS-Assisted Integrated Sensing and Communication System Under Cramer-Rao Bound Constraint,"Xinyi Wang, Zesong Fei, Jingxuan Huang, Hanxiao Yu",2022,IEEE Transactions on Vehicular Technology,10.1109/TVT.2021.3122889,https://doi.org/10.1109/TVT.2021.3122889,,,
rec_00021,Joint Waveform and Phase Shift Design for RIS-Assisted Integrated Sensing and Communication Based on Mutual Information,Hongliang Zhang,2022,IEEE Communications Letters,10.1109/lcomm.2022.3195062,https://doi.org/10.1109/LCOMM.2022.3195062,,,
rec_00691,Learned Intelligent Recognizer with Adaptively Customized RIS Phases in Communication Systems,"Yixuan Huang, Jie Yang, Chao-Kai Wen, Shuqiang Xia, Xiao Li, Shi Jin",2024,2024 International Conference on Future Communications and Networks (FCN),10.1109/FCN64323.2024.10985331,https://doi.org/10.1109/FCN64323.2024.10985331,,,
rec_00075,LFM-PSK-based integrated sensing and communication system in the THz band,"Zhidong Lyu, Lu Zhang, Hongqi Zhang, Zuomin Yang, Lianyi Li, Changming Zhang, Xianbin Yu",-,,10.1109/oecc56963.2023.10209671,-,,,
rec_00177,Link range optimisation for detection methods under scintillation effects on FSO system,"Sowmyaa Vathsan,  A Sasithradevi",2025,,10.24425/opelre.2025.154745,-,,,
rec_00334,Location Awareness in Beyond 5G Networks via Reconfigurable Intelligent Surfaces,"Ziyi Wang, Zhenyu Liu, Yuan Shen, A. Conti, M. Win",2022,IEEE Journal on Selected Areas in Communications,10.1109/jsac.2022.3155542,https://doi.org/10.1109/jsac.2022.3155542,,,
rec_00406,Location Sensing and Beamforming Design for IRS-Enabled Multi-User ISAC Systems,"Zhouyuan Yu, Xiaoling Hu, Chenxi Liu, M. Peng, C. Zhong",2022,IEEE Transactions on Signal Processing,10.1109/TSP.2022.3217353,https://doi.org/10.1109/TSP.2022.3217353,,,
rec_00407,Low Complexity Joint Detection and Estimation for MIMO RIS-ISAC Systems,"Nathanael Danso-Ntiamoah, Aseni Jayarathne, Ibrahim Al-Nahhal, O. Dobre, Hyundong Shin",2025,IEEE Wireless Communications Letters,10.1109/LWC.2024.3524883,https://doi.org/10.1109/LWC.2024.3524883,,,
rec_00403,Low Dynamic Range for RIS-Aided Bistatic Integrated Sensing and Communication,"Ahmad Bazzi, Marwa Chafii",2024,IEEE Journal on Selected Areas in Communications,10.1109/JSAC.2025.3531533,https://doi.org/10.1109/JSAC.2025.3531533,,,
rec_00147,Low sidelobe silicon optical phased array with Chebyshev amplitude distribution,"Daoxin Dai, Yaocheng Shi, Shi Zhao, Daixin Lian, Wenlei Li, Jingye Chen",2024,,10.1515/nanoph-2023-0507,-,,,
rec_00217,Mechanically reconfigurable metasurfaces: fabrications and applications,"Yinghao Zhao, Zhiguang Liu, Chongrui Li, Wenlong Jiao, Senlin Jiang, Xiaowei Li, Jiahua Duan, Jiafang Li",2024,npj Nanophotonics,10.1038/s44310-024-00010-z,https://doi.org/10.1038/s44310-024-00010-z,,,
rec_00252,MEMS-based metamaterial grating waveguide for tunable optical attenuator and modulator applications,"Peiyu Chen, Weikai Huang, Qiuxiao Feng, Yuwei Liu, Yu-Sheng Lin",-,-,10.1016/j.optlastec.2022.108488,-,,,
rec_00460,Metasurface phased arrays for conventional and quantum optics,M. Z. Alam,2024,Journal of Optics,10.1088/2040-8986/ad9288,https://doi.org/10.1088/2040-8986/ad9288,,,
rec_00690,Metasurfaces-Integrated Doubly-Dispersive MIMO: Channel Modeling and Optimization,"Kuranage Roche Rayan Ranasinghe, Hyeon Seok Rou, Iván Alexander Morales Sandoval, Giuseppe Thadeu Freitas de Abreu, George C. Alexandropoulos",2025,-,10.1109/twc.2025.3605839,-,,,
rec_00072,Microwave Photonics Empowered Integrated Sensing and Communication for 6G,"Lihan Wang, Xiangchuan Wang, Shilong Pan",-,,10.1109/tmtt.2025.3532810,-,,,
rec_00542,Microwave photonics promotes emerging integrated sensing and communication technology,"Wenlin Bai, Xiha Zou, Jiaxin Xu, Aiping Xie, Zhiyu Chen, Xin Zhong, Ningyuan Zhong, feng liu, Bowen Zhang, Tao Zhou",2025,APL Photonics,10.1063/5.0225373,https://doi.org/10.1063/5.0225373,,,
rec_00487,Millimeter-Wave Joint Radar and Communications With an RIS-Integrated Array,"Steven Rivetti, Ozlem Tuugfe Demir, Emil Bjornson, Mikael Skoglund",2025,-,-,-,,,
rec_00737,ML-Driven Resource Optimization in Active-Star-RIS-Aided THz ISAC Systems with DDA Modulation,"Sravani Kurma, Keshav Singh, Shahid Mumtaz, Theodoros A. Tsiftsis, Chih-Peng Li",2024,ICC 2024 - IEEE International Conference on Communications,10.1109/ICC51166.2024.10622984,https://doi.org/10.1109/ICC51166.2024.10622984,,,
rec_00706,MMSE-based passive beamforming for reconfigurable intelligent surface aided millimeter wave MIMO,"Prabhat Raj Gautam, Li Zhang, Pingzhi Fan",2025,IET Communications,10.1049/cmu2.12873,https://doi.org/10.1049/cmu2.12873,,,
rec_00492,Modeling and Coverage Analysis of RIS-Assisted Integrated Sensing and Communication Networks,"Xu Gan, Chongwen Huang, Zhaohui Yang, Xiaoming Chen, Faouzi Bader, Zhaoyang Zhang, Chau Yuen, Yong Liang Guan, Mérouane Debbah",2025,IEEE Transactions on Wireless Communications,10.1109/TWC.2025.3550903,https://doi.org/10.1109/TWC.2025.3550903,,,
rec_00097,Modulation Strategies for Robust Optical Wireless Communications and Sensing in 6G,"Bruno M S R Rosmaninho, Paulo P Monteiro, Vinicius N H Silva, Maria C R Medeiros",-,,10.1109/icton67126.2025.11125210,-,,,
rec_00623,Movable Antenna Enhanced Integrated Sensing and Communication Via Antenna Position Optimization,"Wenyan Ma, Lipeng Zhu, Rui Zhang",2025,arXiv.org,10.48550/arXiv.2501.07318,https://doi.org/10.48550/arXiv.2501.07318,,,
rec_00341,Movable Antenna-Enabled RIS-Aided Integrated Sensing and Communication,"Haisu Wu, Hong Ren, Cunhua Pan, Yang Zhang",2024,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3559578,https://doi.org/10.1109/tccn.2025.3559578,,,
rec_00624,Movable IRS-Aided ISAC Systems: Joint Beamforming and Position Optimization,"Yue Geng, Tee Hiang Cheng, Kai Zhong, K. C. Teh, Qingqing Wu",2025,-,10.1109/twc.2025.3605652,-,,,
rec_00480,Movable-Antenna Aided Secure Transmission for RIS-ISAC Systems,"Yaodong Ma, Kai Liu, Yanming Liu, Lipeng Zhu, Zhenyu Xiao",2024,IEEE Transactions on Wireless Communications,10.48550/arXiv.2410.03426,https://doi.org/10.48550/arXiv.2410.03426,,,
rec_00410,Multi-Band Reconfigurable Holographic Surface Based ISAC Systems: Design and Optimization,"Jingzhi Hu, Zhe Chen, Jun Luo",2023,ICC 2023 - IEEE International Conference on Communications,10.1109/ICC45041.2023.10279416,https://doi.org/10.1109/ICC45041.2023.10279416,,,
rec_00448,"Multi-Beam Integrated Sensing and Communication: State-of-the-Art, Challenges and Opportunities","Yinxiao Zhuo, Tianqi Mao, Haojin Li, Chen Sun, Zhaocheng Wang, Zhu Han, Sheng Chen",2024,IEEE Communications Magazine,10.1109/MCOM.001.2300634,https://doi.org/10.1109/MCOM.001.2300634,,,
rec_00042,Multi-Channel Photonic THz-ISAC System Based on Integrated LFM-QAM Waveform,"Zhidong Lyu, Lu Zha, Hongqi Zhang, Zuomin Yang, Changming Zhang, Hang Ya, Nan Li, Vjačeslavs Bobrovs, Oskars Ozolins, Xiaodan Pang, Guangyi Liu, Xianbin Yu, Lu Zhang, Hang Yang",-,,10.1109/jlt.2024.3392282,-,,,
rec_00615,Multi-Functional Reconfigurable Intelligent Surface: System Modeling and Performance Optimization,"Wen Wang, Wanli Ni, Hui Tian, Y. Eldar, Rui Zhang",2023,IEEE Transactions on Wireless Communications,10.1109/TWC.2023.3305005,https://doi.org/10.1109/TWC.2023.3305005,,,
rec_00336,Multi-Functional Reconfigurable Intelligent Surfaces for Enhanced Sensing and Communication,"Khushboo Singh, Mondeep Saikia, K. Thiyagarajan, D. Thalakotuna, K. Esselle, S. Kodagoda",2023,Italian National Conference on Sensors,10.3390/s23208561,https://doi.org/10.3390/s23208561,,,
rec_00461,"Multi-Functional RIS for a Multi-Functional System: Integrating Sensing, Communication, and Wireless Power Transfer","Ahmed Magbool, Vaibhav Kumar, Ahmad Bazzi, M. Flanagan, Marwa Chafii",2024,IEEE Network,10.1109/MNET.2024.3482571,https://doi.org/10.1109/MNET.2024.3482571,,,
rec_00309,Multi-Functional RIS Integrated Sensing and Communications for 6G Networks,"Dongsheng Han, Peng Wang, Wanli Ni, Wen Wang, Ailing Zheng, Dusist Niyato, N. Al-Dhahir",2024,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3505918,https://doi.org/10.1109/TWC.2024.3505918,,,
rec_00526,Multi-IRS Aided ISAC System: Multi-Path Exploitation Versus Reduction,"Guangji Chen, Qing-Bin Wu, Shihang Lu, Meng Hua, Wen Chen",2025,arXiv.org,10.48550/arXiv.2506.21968,https://doi.org/10.48550/arXiv.2506.21968,,,
rec_00392,Multi-IRS-Enabled Integrated Sensing and Communications,"Yuan Fang, Siyao Zhang, Xinmin Li, Jie Xu, Shuguang Cui",2023,IEEE Transactions on Communications,10.1109/TCOMM.2024.3387870,https://doi.org/10.1109/TCOMM.2024.3387870,,,
rec_00727,Multi-Modal Sensing Aided RIS Communications,"Tawfik Osman, Aditya S. Shekhawat, Ahmed Alkhateeb, Georgios C. Trichopoulos",2025,United States National Committee of URSI National Radio Science Meeting,10.23919/USNC-URSINRSM66067.2025.10907010,https://doi.org/10.23919/USNC-URSINRSM66067.2025.10907010,,,
rec_00479,Multi-RIS Deployment Optimization for mmWave ISAC Systems in Real-World Environments,"Yueheng Li, Xueyun Long, M. Pauli, Suheng Tian, Xiang Wan, Benjamin Nuss, Tiejun Cui, Haixia Zhang, Thomas Zwick",2025,-,-,-,,,
rec_00088,Multi-UAV-Enabled Integrated Sensing and Communications: Joint Beamforming and UAV Placement Design,"Weihang Ding, Zixiang Ren, Yuan Fang, Ling Qiu, Jie Xu",-,,10.1109/wcsp62071.2024.10827315,-,,,
rec_00511,Multi-user Downlink with Reconfigurable Intelligent Metasurface Antennas (RIMSA) Array,"Xuejian Wei, Hui-Ming Wang",2025,IEEE Transactions on Vehicular Technology,10.1109/tvt.2025.3583040,https://doi.org/10.1109/tvt.2025.3583040,,,
rec_00388,Multi-user ISAC through Stacked Intelligent Metasurfaces: New Algorithms and Experiments,"Ziqing Wang, Hongzheng Liu, Jianan Zhang, Rujing Xiong, Kai Wan, Xuewen Qian, M. D. Renzo, R. C. Qiu",2024,Global Communications Conference,10.1109/GLOBECOM52923.2024.10901440,https://doi.org/10.1109/GLOBECOM52923.2024.10901440,,,
rec_00299,Multifunctional Reconfigurable Intelligent Surface for Wideband Beamforming and Frequency-and-Spatial-Diverse Microwave Sensing,"Baiyang Liu, Qingfeng Zhang, Hang Wong",2025,IEEE Transactions on Antennas and Propagation,10.1109/TAP.2024.3519781,https://doi.org/10.1109/TAP.2024.3519781,,,
rec_00570,Multipath Exploitation for Fluctuating Target Detection in RIS-Assisted ISAC Systems,"Shoushuo Zhang, Zichao Xiao, Rang Liu, Ming Li, Wei Wang, Qian Liu",2024,IEEE Wireless Communications Letters,10.1109/LWC.2024.3416453,https://doi.org/10.1109/LWC.2024.3416453,,,
rec_00441,Multiple Access for Spectral Efficient Active RIS-Aided ISAC Systems,"Kun–Lin Jiang, S. Pala, Soumen Mondal, Keshav Singh, Chih-Peng Li",2025,IEEE Wireless Communications and Networking Conference,10.1109/WCNC61545.2025.10978247,https://doi.org/10.1109/WCNC61545.2025.10978247,,,
rec_00562,Multiple Active STAR-RIS-Assisted Secure Integrated Sensing and Communication via Cooperative Beamforming,"Hyeonho Noh, Hyeonsu Lyu, Hyun Jong Yang",2025,-,-,-,,,
rec_00694,Multistatic Cooperative Sensing Assisted Secure Transmission via IRS,"Xianglin Yu, Jinlei Xu, Xiaoqi Qin, Jie Tang, Nan Zhao, Dusit Niyato",2025,IEEE Transactions on Wireless Communications,10.1109/TWC.2025.3549088,https://doi.org/10.1109/TWC.2025.3549088,,,
rec_00186,Multistep ahead atmospheric optical turbulence forecasting for free-space optical communication using empirical mode decomposition and LSTM-based sequence-to-sequence learning,"Yalin Li, Hongqun Zhang, Lang Li, Lu Shi, Yan Huang, Shiyao Fu, Muhsin Caner Gokce, Qi Chang",2023,,10.3389/fphy.2023.1070762,-,,,
rec_00079,Nanoantennas and Nanoradars: The Future of Integrated Sensing and Communication at the Nanoscale,"M Javad Fakhimi, Ozgur B Akan, M Javad",2024,,10.1109/tmbmc.2024.3434545,-,,,
rec_00010,Near Field Computational Imaging with RIS Generated Virtual Masks,"Yuhua Jiang, Feifei Gao, Yimin Liu, Shi Jin, Tiejun Cui",-,,10.1109/wcnc57260.2024.10571000,-,,,
rec_00444,Near-field ISAC for A RIS-assisted System,"Na Xue, Xidong Mu, Yue Chen, Yuanwei Liu",2024,Global Communications Conference,10.1109/GLOBECOM52923.2024.10901485,https://doi.org/10.1109/GLOBECOM52923.2024.10901485,,,
rec_00098,Nested Tensor-Based Framework for ISAC Assisted by Reconfigurable Intelligent Surface,"Yua Chen, Jianhe Du, Jianbo Liu, Libiao Jin, Xingwa Li, Daniel Benevides,  Costa, Yuan Cheng",-,,10.1109/tvt.2023.3324448,-,,,
rec_00431,Nested Tensor-Based Integrated Sensing and Communication in RIS-Assisted THz MIMO Systems,"Jianhe Du, Yuan Cheng, Libiao Jin, Shufeng Li, Feifei Gao",2024,IEEE Transactions on Signal Processing,10.1109/TSP.2024.3359323,https://doi.org/10.1109/TSP.2024.3359323,,,
rec_00539,Next Generation Reconfigurable MetaSurfaces: When Wave Propagation Control Meets Computing,"Bofu Yang, Xuelin Cao, Chongwen Huang, G. C. Alexandropoulos, L. Dai, M. Debbah, H. Poor, Chau Yuen",2022,arXiv.org,10.48550/arXiv.2208.04509,https://doi.org/10.48550/arXiv.2208.04509,,,
,No title found,-,-,,-,-,,,
rec_00509,NOMA-Assisted Full Space STAR-RIS-ISAC,"Na Xue, Xidong Mu, Yuanwei Liu, Yue Chen",2024,IEEE Transactions on Wireless Communications,10.1109/TWC.2024.3357349,https://doi.org/10.1109/TWC.2024.3357349,,,
rec_00652,NOMA-ISAC via IRS: A Joint Beamforming and Reflecting Optimization Approach,"Yao Yu, Dongdong Li, Bin Wang, Zhutian Yang, Nan Zhao, D. Niyato",2024,International Conference on Innovative Computing and Cloud Computing,10.1109/ICCC62479.2024.10681754,https://doi.org/10.1109/ICCC62479.2024.10681754,,,
rec_00629,OFDM-Based Active STAR-RIS-Aided Integrated Sensing and Communication Systems,"Hanxiao Ge, Anastasios K. Papazafeiropoulos, T. Ratnarajah",2024,-,10.1109/lcomm.2023.3346685,-,,,
rec_00638,On Performance of Non-diagonal STAR RIS with Integrated Sensing and Communications,"A. Parihar, Keshav Singh, Chih-Peng Li, Vimal Bhatia, T. Duong",2024,2024 IEEE Globecom Workshops (GC Wkshps),10.1109/GCWkshp64532.2024.11101643,https://doi.org/10.1109/GCWkshp64532.2024.11101643,,,
rec_00413,"On the Optimality of Reconfigurable Intelligent Surfaces (RISs): Passive Beamforming, Modulation, and Resource Allocation","Minchae Jung, W. Saad, M. Debbah, C. Hong",2019,IEEE Transactions on Wireless Communications,10.1109/TWC.2021.3058366,https://doi.org/10.1109/TWC.2021.3058366,,,
rec_00659,On the Performance Analysis of RSMA Based Transmission in STAR-RIS-Aided ISAC Systems,"Sutanu Ghosh, Keshav Singh, Cunhua Pan, Qingqing Wu, Chih-Peng Li",2024,ICC 2024 - IEEE International Conference on Communications,10.1109/ICC51166.2024.10623034,https://doi.org/10.1109/ICC51166.2024.10623034,,,
rec_00452,On the Secrecy-Sensing Optimization of RIS-assisted Full-Duplex Integrated Sensing and Communication Network,"Elmehdi Illi, Ahmad Bazzi, Marwa K. Qaraqe, Ali Ghrayeb",2025,-,-,-,,,
rec_00283,Opportunistic Sensing via ISAC-Capable RIS,"Shubhika Mishra, A. Kherani",2025,National Conference on Communications,10.1109/NCC63735.2025.10983019,https://doi.org/10.1109/NCC63735.2025.10983019,,,
rec_00187,Optical beamforming networks for millimeter-wave wireless communications,"Fei Duan, Yuhao Guo, Zenghui Gu, Yanlong Yin, Yixin Wu, Teyan Chen",2023,Applied Sciences,10.3390/app13148346,https://doi.org/10.3390/app13148346,,,
rec_00408,Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,"Shengqian Wang, Henry Chen",-,,10.48550/arXiv.2305.04395,-,,,
rec_00244,Optical ISAC: Fundamental Performance Limits and Transceiver Design,"Alireza Ghazavi Khorasgani, Mahtab Mirmohseni, Ahmed Elzanaty",2025,,10.1109/gcwkshp64532.2024.11101062,-,,,
rec_00216,Optical metasurfaces for generating and manipulating optical vortex beams,"Hammad Ahmed, Hongyoon Kim, Yuebian Zhang, Yuttana Intaravanne, Jaehyuck Jang, Junsuk Rho, Shuqi Chen, Xianzhong Chen",2022,Nanophotonics,10.1515/nanoph-2021-0746,https://doi.org/10.1515/nanoph-2021-0746,,,
